,BLOCK,Fertilizer,Mowing,Ditch,treatment,QUADRAT..,DATA.TYPE,Year,Agalinus.purpurea,Aster.novi.belgii,Bidens.bipinnata,Chamaecrista.fasciculata,Clematis.dioscoreifolia,Desmodium.sp.,Drosera.sp.,Eupatorium.capillifolium,Eupatorium.pilosum,Eupatorium.recurvans,Eupatorium.rotundifolium,Eupatorium.semiserratum,Gnaphaleum.purpureum,Gratiola.pilosa,Hypericum.sp.,Lactuca.sp,Lespedeza.capitata,Lespedeza.hirta,Lobelia.nuttallii,Ludwigia.alternifolia,Ludwigia.hirtella,Lycopodium,Osmunda.regalis,Packera.tomentosa,Polygala.cruciata,Polygala.lutea,Polygonum.sp.,Pteridium.aquilinum,Pycnanthemum.flexuosum,Rhexia.mariana,Rhexia.virginica,Rhus.radicans,Rubus.hispidus,Scutellaria.integrifolia,Smilax.glauca,Smilax.rotundifolia,Solanum.carolinense,Euthamia.caroliniana,Solidago.pinetorum,Solidago.puberula,Solidago.rugosa,Solidago.stricta,Sphagnum.sp,Viola.primulifolia,Acer.rubrum,Amelanchier.canadensis,Clethra.alnifolia,Crataegus.sp.,Cyrilla.racemiflora,Ilex.glabra,Itea.virginica,Liquidambar.styraciflua,Magnolia.virginica,Nyssa.sylvatica,Pinus.taeda,Prunus.serotina,Rhus.copallinum,Rubus.betulifolius,Sorbus.arbutifolia,Symplocos.tinctoria,Vaccinium.sp.,Viburnum.nudum,Amphicarpum.purshii,Andropogon.virginica,Aristida.virgata,Arundinaria.tecta,Calamagrostis.coarctata,Chasmanthium.laxum,Dichanthelium.lucidum,Dichanthelium.scabriusculum,Dichanthelium.scoparium,Juncus.canadensis,Juncus.biflorus,Juncus.effusus,Carex.glaucescens,Rhynchospora.chalarocephala,Rhynchospora.inexpansa,Saccharum.giganteum,Scirpus.cyperinus,Scleria.minor,Xyris.sp
11,1,1,1,1,MF,53,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008021755,0.009339278,0,0,0.008021755,0,0,0,0,0.008021755,0,0,0,0,0,0.061538991,0,0,0.007734141,0,0.158266513,0.11815774,0,0.110485834,0,0,0.118507589,0,0,0,0,0,0.028017833,0,0,0,0,0,0,0,0,0,0.008021755,0.016160126,0.008021755,0,0,0,0.008021755,0,0,0.182949602,0,0.096226313,0.485969935,0,0.546424636,0,0,0,0.01209094,0,0,0,0,0,0
12,1,1,1,1,MF,54,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.008654649,0,0,0,0,0,0,0,0,0,0,0,0,0.006415007,0,0,0,0,0,0.02313634,0,0,0.332229098,0,0.065477958,0.0607345,0,0.168765649,0,0,0.018505098,0,0,0.084610763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015221615,0,0,0,0.018657057,0.051491887,0,0,0,0.025375982,0.415575095,0,0.705149306,0,0,0,0,0,0,0,0,0,0
13,2,0,0,0,C,7,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082607429,0,0,0,0,0,0,0,0,0,0,0,0.052476899,0,0.256612566,0,0.038510419,0,0,0,0,0.107747094,0,0,0.09657391,0,0,0.035717123,0.06838942,0,0.03013053,0,0,0,0,0.021750642,0,0,0,0,0,0,0,0.021750642,0,0.074227541,0,0,0,0.032923826,0.049683603,0.088789748,0.178241415,0,0.26542932,0.262040298,0,0.049683603,0,0,0,0,0.035717123,0.150996849,0,0,0,0
14,2,0,0,0,C,8,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.020738016,0,0,0.078203858,0.045941229,0,0,0,0,0,0,0,0,0.024998821,0,0.044196028,0,0.178733708,0,0.038190022,0,0,0,0,0.197522129,0,0,0.098737481,0,0,0.012986809,0,0,0.017735012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067449649,0,0.035187019,0,0.018992815,0.347562222,0.037498231,0.235995157,0.009983806,0.23314938,0.138672704,0,0,0,0,0,0,0.024998821,0,0,0,0.092527082,0
15,2,0,0,0,C,9,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.019241888,0,0,0.026284142,0.014547052,0,0,0,0,0,0,0,0,0.01689447,0,0.059726173,0,0.094671477,0,0,0,0,0,0,0.16540623,0,0,0.117336201,0,0,0.01689447,0.138809871,0,0.012199635,0,0,0,0,0.045872939,0,0,0,0,0,0,0,0,0,0.103829876,0,0.05818821,0,0,0.41123754,0.061842318,0.014662689,0,0.078736789,0.295670575,0,0.014547052,0,0,0,0,0,0.124031546,0,0,0.109368857,0
16,2,1,0,0,F,10,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009646326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016402479,0,0,0.141380132,0,0.142855015,0,0,0.365696323,0,0,0,0.017378285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05541982,0.009646326,0,0,0,0,0.009646326,0,0.131182587,0,0.138087718,0.709396043,0,0.253262618,0,0,0,0,0,0,0,0,0,0
17,2,1,0,0,F,11,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021498991,0,0,0,0.007333612,0,0,0,0,0.010749495,0,0.007333612,0,0,0,0.014165379,0,0,0.360265342,0,0.110004174,0.016626087,0,0.284456808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008313044,0.107041622,0,0,0,0,0.189144114,0.06695768,0.030289622,0,0.120656646,0.588502255,0,0.042496138,0,0,0,0,0.014165379,0,0,0,0,0
18,2,1,0,0,F,12,p cover,2004,0,0.011175086,0,0,0,0,0,0,0.036951054,0,0.011175086,0,0,0,0,0,0,0,0.008279333,0,0,0,0,0,0,0,0,0.099148033,0,0.056283355,0,0,0.06348831,0,0,0.033525258,0,0.752278668,0,0,0.053917646,0.009625228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06570462,0,0,0,0,0.120519962,0.041070584,0.063624719,0,0.061666935,0.372815519,0.008279333,0.054121609,0,0,0,0,0.011175086,0.065174577,0,0,0,0
19,2,0,1,0,M,55,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043238647,0.037398113,0,0.009611061,0,0.019636124,0,0,0,0,0.064236969,0,0.017129858,0,0,0,0.023188522,0,0,0,0,0.05786224,0,0,0.197723438,0,0,0,0.009611061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046911239,0,0.137038867,0,0,0,0.02214239,0.432987442,0.037496049,0.112074146,0,0.076452232,0.518854864,0,0.068519434,0,0,0,0,0.067887303,0,0,0,0,0
20,2,0,1,0,M,56,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.04162186,0,0,0,0.008282945,0,0,0,0.079778266,0,0,0,0,0.108092556,0.019580665,0.023496799,0,0.012199078,0,0,0,0,0.008303241,0,0.114919897,0,0,0.28068237,0,0,0,0.070941075,0,0.07350517,0,0,0,0,0,0,0,0.009738549,0,0,0,0,0.008282945,0,0.032784669,0,0,0,0.035799444,0.065776471,0.184508934,0.268379725,0,0,0.387806413,0,0.010743474,0,0,0,0,0.010743474,0.144031979,0,0,0,0
21,2,0,1,0,M,57,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.047376025,0,0,0.032731673,0,0,0,0,0.107914142,0,0,0,0,0,0.012852506,0.05186033,0,0,0,0.010610353,0,0,0,0,0.114931422,0,0,0.333264536,0,0,0,0.064862938,0,0.067555397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064562733,0,0,0,0,0.176201287,0.149914629,0.057095146,0,0.026305421,0.234647354,0.010610353,0.010610353,0,0,0,0,0.109405783,0.316687618,0,0,0,0
22,2,1,1,0,MF,58,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.009121622,0,0,0.01391424,0.017779631,0,0,0,0.009121622,0,0,0,0,0,0,0,0,0,0,0.061892577,0,0,0.03956422,0,0.087350829,0.018475051,0,0.192324803,0,0,0,0,0,0.037413714,0,0.031409902,0,0,0,0,0,0,0,0,0,0,0,0,0.036718294,0,0,0,0,0.161685643,0.01079643,0.219921476,0,0.138754105,0.874667319,0,0.039088523,0,0,0,0,0,0,0,0,0,0
23,2,1,1,0,MF,59,p cover,2004,0,0,0,0,0,0,0,0,0,0.009683509,0.009683509,0,0,0.01424538,0.015525789,0,0,0,0.01424538,0,0,0.016526315,0,0,0,0.009683509,0,0,0,0.016526315,0,0,0.183810958,0,0.067784565,0.007402574,0,0.377180816,0,0,0,0.075068127,0,0.016806199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009683509,0,0,0,0.007402574,0.18226551,0.082071806,0.209636732,0.007402574,0.151339514,0.473288696,0,0.042736139,0,0,0,0,0,0,0,0,0,0
24,2,1,1,0,MF,60,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.00854095,0,0,0.011518617,0,0,0,0,0.017473952,0,0,0,0,0.014496285,0,0.00854095,0,0,0,0,0,0,0.21306474,0,0.24034139,0,0,0.418450633,0,0,0.02045162,0,0,0.046662548,0,0,0.030187364,0,0,0,0,0,0,0,0,0,0,0,0.054008704,0,0,0,0,0.094715917,0.050228295,0.250823966,0,0.071071967,0.428970482,0,0,0,0,0,0,0,0.02045162,0,0,0,0
25,3,0,0,1,C,13,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020749633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147600373,0.129849273,0,0.082998533,0,0,0.036793384,0,0,0.085351474,0,0,0,0,0,0,0,0,0,0,0,0,0.045778311,0.052837135,0.045778311,0,0,0,0,0.129203681,0,0,0,0.079060958,0.435096705,0,0.708902228,0,0,0,0,0,0,0,0,0,0
26,3,0,0,1,C,14,p cover,2004,0,0,0,0,0,0,0,0.017341671,0,0,0.031257404,0,0,0,0,0,0.026618826,0,0,0,0,0,0,0,0,0,0,0,0,0.028028636,0,0,0.276307873,0,0.093363062,0.034077023,0,0.070579323,0,0,0.012703094,0,0,0.017341671,0,0.017341671,0.050615204,0,0,0,0,0,0,0,0,0,0.143357139,0.067956875,0.043960497,0,0.012703094,0,0,0,0,0.014719223,0,0.278482206,0.556555264,0,0.206690244,0,0,0,0,0,0,0,0,0,0
27,3,0,0,1,C,15,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.007651981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160902234,0,0.165761899,0,0,0.058075258,0,0,0.054921296,0,0,0,0,0,0.015756438,0,0,0,0,0,0,0,0,0,0.013054953,0,0,0,0,0,0.010353467,0.007651981,0,0.285505481,0,0.125492598,0.440461437,0,0.654410978,0,0,0,0,0,0,0,0,0,0
28,3,1,0,1,F,16,p cover,2004,0,0,0,0,0,0,0,0,0.008510286,0,0.014134847,0,0,0,0,0,0.043865764,0,0,0,0,0,0,0.008510286,0,0,0,0,0,0.031155419,0,0,0.29030017,0,0.050878103,0.015559348,0,0.038241203,0,0,0.008510286,0.031081973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032469752,0,0,0,0,0.093209198,0,0.011322566,0,0.074800847,0.841519125,0,0.397420541,0.008510286,0,0,0,0,0,0,0,0,0
29,3,1,0,1,F,17,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009143026,0,0,0,0,0,0,0.020593407,0,0,0,0,0.162617782,0,0,0,0.494887224,0,0.110072067,0.016776613,0,0.191642695,0,0,0.020593407,0,0,0.024410201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016776613,0,0,0,0,0,0,0,0,0.143975971,0.775551173,0,0.012959819,0,0,0,0,0,0,0,0,0,0
30,3,1,0,1,F,18,p cover,2004,0.008514283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015203114,0,0,0,0.076241706,0,0.088612821,0.060032044,0,0.022588638,0,0,0.012597251,0,0,0,0,0,0,0,0.019982775,0,0,0,0,0,0,0,0.029974163,0.056381141,0.09643041,0,0,0,0,0,0.016680219,0.008514283,0,0.068017071,1.174555305,0,0.22195738,0,0,0,0,0.008514283,0.015203114,0,0,0,0
31,3,0,1,1,M,61,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.022286361,0,0,0,0.015439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417983538,0,0.19314969,0,0,0.075967886,0,0,0.008591639,0,0,0.015439,0,0,0.07377132,0,0,0,0,0,0,0,0,0,0.056265505,0,0.027066907,0,0,0,0.023190938,0.045607051,0,0.01201532,0,0.284684485,0.300770402,0,0.427770958,0,0,0,0,0,0,0,0,0,0
32,3,0,1,1,M,62,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.010680841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011956352,0,0,0,0.13571642,0,0.184125324,0,0,0.057469117,0,0,0,0.007891441,0,0.018810662,0,0,0.042246606,0,0,0,0,0,0,0,0,0,0.050853186,0.053880967,0,0,0,0,0.007891441,0.018810662,0,0.501368016,0,0.121148564,0.23115198,0,0.54599842,0,0,0,0,0,0,0,0,0,0
33,3,0,1,1,M,63,p cover,2004,0,0,0,0,0.052246077,0,0,0,0,0,0.014815882,0.026123039,0,0,0,0,0,0,0,0,0,0,0,0.056590755,0,0,0,0,0,0,0,0,0.148992876,0,0.304787107,0,0,0.120143989,0,0,0.014815882,0,0,0.074024438,0,0,0.014815882,0,0,0,0,0,0,0,0,0,0.126325487,0,0.014815882,0,0,0,0,0,0,0.126270515,0,0,0.443871768,0,0.461360422,0,0,0,0,0,0,0,0,0,0
34,3,1,1,1,MF,64,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.036466687,0,0,0,0,0,0,0,0.013628179,0,0,0,0,0.027363395,0,0,0,0,0,0.088823996,0,0,0.013219886,0,0.116294427,0,0,0.37954064,0,0,0.022784989,0,0,0,0.018206584,0.106870025,0,0,0,0,0,0,0,0,0,0,0.068140895,0,0.050148384,0,0,0,0,0.038782648,0,0,0,0.141181305,0.614070827,0,0.264477135,0,0,0,0,0,0,0,0,0,0
35,3,1,1,1,MF,65,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.015957561,0,0,0.012634382,0,0,0,0,0.009311203,0,0,0,0,0.088260339,0,0,0,0,0,0.025927099,0,0.041555493,0.062087816,0,0.18870857,0,0,0.106224411,0,0,0.042394165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040748329,0,0.065327252,0,0,0,0,0.012634382,0,0.015957561,0,0.067302255,0.638396981,0,0.50956865,0,0,0,0,0,0.05700355,0,0,0,0
36,3,1,1,1,MF,66,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.015530632,0,0,0,0,0,0,0,0,0,0,0,0,0.050689729,0,0,0,0,0,0,0.00755014,0,0.397147912,0,0.16387326,0.010210304,0,0,0,0,0.271218575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027970747,0,0.050474553,0,0,0,0,0,0.00755014,0.047237424,0,0.346563873,0.356568486,0,0.239864087,0,0,0,0,0,0,0,0,0.00755014,0
37,4,0,0,0,C,19,p cover,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063477479,0,0,0,0,0,0,0,0,0,0.041028663,0.010062918,0,0,0,0,0,0,0,0.052375911,0,0.069671427,0,0,0.121534006,0,0,0.010062918,0.010062918,0,0,0,0,0.034834715,0,0.499260961,0,0,0.189637471,0,0,0,0,0,0.011610906,0,0,0,0,0.010062918,0.017804854,0.033288725,0,0,0.013933886,0.507046839,0,0.013933886,0,0,0,0,0.134704884,0.133927894,0,0,0.021675821,0
38,4,0,0,0,C,20,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.019094015,0,0,0,0.008079788,0,0,0,0.013586902,0,0,0,0,0.020425573,0.008079788,0,0,0,0.016159577,0,0,0,0.359034825,0,0.178117107,0,0,0.200597765,0.013586902,0,0.036766031,0,0,0.008079788,0,0,0,0,0,0,0,0,0,0.123045974,0,0,0,0,0.049202257,0,0,0,0.032680917,0.111539211,0.064211157,0.109936331,0,0.132507429,0.380523689,0,0.034102916,0,0,0,0,0.056040928,0.024601128,0,0,0,0
39,4,0,0,0,C,21,p cover,2004,0,0,0,0,0,0,0,0,0,0.009243169,0.012663921,0,0,0.009243169,0.018995882,0,0,0,0,0,0,0,0,0.027292991,0,0.016084674,0,0,0.029694655,0,0,0,0.006962667,0,0.135372839,0,0,0.22205514,0,0,0,0.080350341,0,0.016084674,0.009243169,0,0,0,0,0,0,0,0,0.150946309,0,0,0,0.009243169,0.11055454,0,0,0,0,0.084280638,0.170235967,0,0,0,0.790693429,0,0,0,0,0,0,0.067832478,0.022926179,0,0,0,0
40,4,1,0,0,F,22,p cover,2004,0,0,0,0,0,0,0,0,0,0.062747636,0.014895453,0.01603311,0,0.071099604,0.007998902,0,0,0,0,0,0,0,0,0.021792005,0,0,0,0,0.038892158,0.007998902,0.007998902,0,0,0,0.211878702,0,0,0.169291122,0,0,0,0.045894629,0,0.014895453,0,0,0,0,0,0,0,0,0,0.048954533,0,0,0,0,0,0,0,0,0,0.52473422,0.018343729,0.053822918,0,0.007998902,0.532011298,0,0,0,0,0,0,0.076858499,0.045859323,0,0,0,0
41,4,1,0,0,F,23,p cover,2004,0,0,0,0,0,0,0,0,0,0.009864844,0.022327092,0.105391121,0,0.039889761,0,0,0,0,0.013606161,0,0,0,0,0.068030806,0.008411356,0,0,0,0,0.011008759,0.008411356,0,0,0,0.044344609,0.0483955,0,0.143208245,0,0,0.037911507,0,0,0.019729689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024305346,0,0,0,0,0.815818484,0.03583887,0,0,0.011008759,0.355187255,0,0.009864844,0,0.028046663,0,0,0.071152975,0.068245998,0,0,0,0
42,4,1,0,0,F,24,p cover,2004,0,0,0,0.014329114,0,0,0,0,0,0.034987342,0.018329114,0.05164557,0,0.010329114,0,0,0,0,0.034329114,0,0,0,0,0.168696203,0,0,0,0,0.079379747,0,0.010329114,0,0,0,0.095379747,0.099291139,0,0,0,0,0.010329114,0.031911392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014329114,0,0,0,0,0.330050633,0,0.083556962,0,0,0.767746835,0,0.028658228,0,0.085316456,0,0,0,0.031075949,0,0,0,0
43,4,0,1,0,M,67,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.01903473,0,0,0.056840551,0.027436024,0,0,0,0.016802587,0,0,0,0,0.02546752,0.010106159,0.01903473,0,0,0,0,0.056576912,0,0,0,0.060777559,0.049880484,0,0.090709364,0,0,0.030845754,0.237608971,0,0.043974972,0,0.081780793,0,0,0,0,0,0,0,0.016538948,0,0,0.010106159,0,0,0,0,0,0.090709364,0.091359674,0.048702897,0.166971316,0,0.021266873,0.512707396,0,0.166848285,0,0,0,0,0,0.04791198,0,0,0,0
44,4,0,1,0,M,68,p cover,2004,0,0,0,0,0,0,0,0,0,0.024990229,0.011582408,0,0,0.03839805,0.011582408,0,0,0,0.011582408,0,0,0,0,0.081674598,0,0,0,0,0,0,0.095314619,0,0.009347771,0,0.275920178,0,0,0.064914822,0,0,0.011582408,0.064682622,0,0,0,0,0,0,0,0.014934363,0,0,0,0.188072741,0,0,0,0,0.130825114,0,0,0,0.018286319,0,0.119309378,0.039161321,0,0.021638274,0.627542129,0,0.014934363,0,0,0,0,0.071917604,0,0,0,0.051805872,0
45,4,0,1,0,M,69,p cover,2004,0,0,0,0,0,0,0,0,0,0.019306825,0.029860915,0,0,0.086493883,0,0,0,0,0,0,0,0,0,0.054444784,0.016668303,0.01402978,0,0,0,0.087331051,0.011391258,0,0,0,0.104836521,0.026772054,0,0.079415484,0,0,0.151625549,0.121568333,0,0.049618078,0,0,0.013579441,0,0.137659278,0,0,0,0,0,0,0,0,0,0.011391258,0,0,0,0,0.180649296,0.105800708,0.300930122,0,0.011391258,0.201757475,0,0,0,0,0,0,0.115003782,0.068474565,0,0,0,0
46,4,1,1,0,MF,70,p cover,2004,0,0,0,0.011907476,0,0,0,0,0,0,0.02276312,0,0,0.045724691,0.010131277,0,0.050854838,0,0.010131277,0,0,0,0,0.139277739,0.010131277,0,0,0,0.114470534,0.2075671,0,0,0.034482898,0,0.062434848,0,0,0.103882775,0,0,0,0.086974168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091181497,0,0,0,0,0,0.201514137,0.010131277,0.236839665,0,0.010131277,0.352163581,0,0.069539644,0.044474409,0.073290493,0,0,0,0,0,0,0,0
47,4,1,1,0,MF,71,p cover,2004,0,0,0,0,0,0,0,0,0,0,0.008864724,0,0,0,0,0,0,0,0.008864724,0,0,0,0,0.078030484,0,0,0,0,0,0.013955942,0,0,0.125433903,0,0.054243988,0.013955942,0,0.205475807,0,0,0.013955942,0.113841262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056437716,0,0,0.011410333,0,0.783898723,0.011410333,0.075836757,0.008864724,0.019047159,0.218727986,0,0,0,0.067937862,0,0,0.091724358,0.018081329,0,0,0,0
